Text,Difficulty
"En effet, Monsieur Helmut Kohl donne priorité aux Allemands de l'Est.",C1
"Si, il va falloir maintenant qu'on trouve du boulot en France.",C1
On n'est sortis de l'auberge,C1
Ça c'est sûr,C1
"Parce que, Monsieur Rocard il n'arrête pas de nous raconter des salades",C1
"Ah non, c'est avec Cresson que c'est plus rigolo",C1
"Et bonne humeur pour finir, avec la charade habituelle du soir",C1
"Mon premier est un champion de ski français très renommé, mon deuxième est un champion de ski français encore très renommé, et mon tout, c'est pour faire rire les petits enfants",C1
"Ce soir, c'est le grand soir",C1
"Je dois tout donner, je n'ai pas le droit à l'erreur",C1
"Restaurant classe, costar, peaufinage du regard de séducteur, on part sur un sans-faute",C1
J'avais lu dans un bouquin que chaque geste lors d'un premier rendez-vous n'était pas anodin,C1
Il suffisait juste de savoir les interpréter,C1
"Aah, la voilà",C1
Soyons réceptif,C1
"Une belle robe moulante, elle veut mettre en avant ses formes",C1
Je suis vraiment désolée pour le retard,B2
"Elle pose sa main sur la table, elle tente un rapprochement",C1
"Un regard vers le ciel, elle s'inspire, elle se projette",C1
"Elle se touche les cheveux, un classique, elle me désire",C1
"Elle se ronge les ongles, ça veut dire qu'elle est anxieuse",C1
"Elle se cure le nez, ça veut dire qu'elle est dégueu",C1
"Ça y est, elle est prête",C1
mais je m'égare,C1
Où en étions-nous ?,C1
"Qu'est-ce qu'il nous arrive, Natacha ?",C1
"Si elle se touche les lèvres, ça veut dire qu'elle m'envie",C1
"Je vais te faire voyager, tu les reverras ces plages de sable blanc sur lequel tu aimais courir avec tes parents avant d'aller manger des churros sur le port mais je m'égare encore",C1
Qu'est-ce qu'il m'arrive ?,C1
"Si elle me parle, c'est qu'elle a des choses à dire, il faut que je l'écoute",C1
"Si elle sourit, ça veut dire que je lui plais, il faut que je sourie",C1
"Si elle se touche l'oreille, il faut que je me touche l'oreille",C1
"Si elle cligne des yeux, ça veut dire qu'il faut que je cligne des yeux",C1
"Si elle se mordille les lèvres, je dois lécher les miennes",C1
"Le coup de la bretelle qui tombe, je vais la mettre à l'aise",C1
"Elle boit de l'eau, elle a chaud, c'est vrai qu'il fait chaud",B2
"Elle me touche la main, ça veut dire qu'il faut que je lui touche les seins",C1
"Non, mais c'est, c'est les femmes, en fait, hein",C1
"Ça, ça pour allumer il y a du monde mais euh, pour éteindre le feu, il n' y a plus personne",C1
"Comme ça, du jour au lendemain, ma routine a été complètement bouleversée, et je ne sais plus quoi penser",C1
"Avant, ma vie était parfaite",B2
"Le matin, je me réveillais avec mon humain, Arthur, puis nous allions courir dans le quartier, avant de rentrer prendre notre petit-déjeuner",C1
"Et après ça, j'avais l'appartement rien qu'à moi",C1
C'était le paradis,C1
"Je faisais de longues siestes tantôt sur le canapé, tantôt sur le lit d'Arthur, à la chaleur du soleil ou du radiateur selon les saisons",C1
"Puis je me bagarrais avec Daffy, mon canard en peluche, je mâchouillais mon os qui couine ou je chantais à l'unisson avec la radio de la voisine",C1
Je pouvais faire autant de bruit que je voulais,C1
"Quand Arthur rentrait enfin, je lui faisais la fête en sautant dans tous les sens, et il me sortions pour notre promenade au parc, caressait derrière les oreilles en ria Ensuite, nous où nous retrouvions quelques amis",C1
"Pendant que les humains bavardaient, Mimi le caniche, Fido le berger allemand et moi, on se donnait les nouvelles du quartier et on reniflait les nouveaux arrivants",C1
"Après dîner, Arthur me donnait souvent une petite friandise avant de ressortir, et je m'assoupissais tranquillement dans mon panier",C1
"Mais ça, c'était avant",C1
"Maintenant, le matin, c'est moi qui dois réveiller mon humain, et parfois il se lève plusieurs heures en retard",C1
Notre jogging matinal est devenu une course d'obstacles où on évite tous les autres passants,C1
C'est très fatigant et agaçant,C1
"Mais surtout, après le petit-déjeuner, Arthur ne s'en va plus",C1
Finies mes journées tranquilles,C1
"II s'installe à la table et tapote plein de petits boutons devant une mini télé; et dès que je commence à m'endormir, il se met à parler à d'autres minis humains dans la télé",C1
"La cerise sur le gâteau, c'est que je n'ai plus le droit de jouer avec mon os qui couine, et Daffy et moi ne pouvons plus nous battre en paix sans être interrompu par mon humain",C1
Et je ne vous ai pas encore parlé des promenades,B2
"Oui, j'ai bien dit les promenades, parce que nous sortons à présent toutes les deux heures en moyenne",C1
Je suis sur les rotules,C1
Et je ne peux même pas en profiter pour discuter avec Mimi et Fido,C1
"En effet, bien que je n'aie jamais vu autant d'humains et leurs chiens dans les rues, on ne s'arrête plus pour bavarder, et on est trop loin les uns des autres de toute façon",C1
"Du coup, je suis obligée de crier pour leur dire bonjour de l'autre côté de la rue",C1
Quelle situation étrange,C1
"Autant vous dire qu'à la fin de la journée, je ne rêve que d'une chose : mon panier",C1
"Bon, il y a quand même de bons côtés à ce nouveau rythme",C1
"Tous les soirs, mon humain et moi nous installons sur le canapé, et il me fait des câlins en regardant la télé jusqu'à ce que je m'endorme la tête sur ses genoux",C1
On boira des cocktails en entamant les boîtes de chocolats en forme de coeur que j'aurai achetées pour l'occasion,C1
"Cette année, pour la première fois en cinq ans, je serai célibataire pour la Saint-Valentin",C1
"Pour être honnête, ça ne me dérange pas du tout",C1
"J'ai toujours trouvé cette fête assez artificielle, mais pour une fois, j'ai vraiment hâte d'y être",C1
"En effet, avec mes autres copines célibataires, on a décidé d'en faire une célébration de notre amitié",C1
"On se rejoindra toutes chez moi où on échangera des cartes et des fleurs : après tout, pourquoi n'y aurait-on pas droit, nous aussi ?",C1
"Ensuite, on ira au cinéma du quartier qui organise tous les ans des séances spéciales",C1
"Cette année, ce sera une séance karaoké géant de Moulin Rouge, ce qui tombe super bien, vu que c'est notre film culte",C1
"On connaît toutes les chansons par coeur, et on a déjà choisi nos costumes de danseuses de cancan, avec lesquels on a bien l'intention de remporter la compétition du meilleur costume",C1
"Après nous être époumonées sur ""Come what may"", et après avoir bavé sur le beau Ewan McGregor, on sautera dans un Uber pour continuer la soirée dans notre club préféré qui, lui aussi, aura un thème spécial",C1
"On dansera sur les tubes du Club Dorothée et ""Le Prince de Bel Air""",C1
"Et avec nos tenues, on est sûres de se faire remarquer",C1
Maintenant vous comprenez mon excitation,B2
Qui a besoin d'un homme avec un programme pareil ?,C1
Enfin la délivrance après soixante-quatorze jours d'une régate exceptionnelle,C1
Armel Le Cléach arrive cet après-midi au large des Sables d'Olonne,C1
"Temps de course : soixante-quatorze jours, trois heures, trente-cinq minutes, quarante-six secondes",B2
"""J'ai rien lâché, pas un mètre",C1
"C'était, euh, chaque mètre gagné c'est dur, et puis euh, je la voulais tellement cette victoire",C1
"Elle est belle, cette victoire pour ce skipper de trente-neuf ans",C1
"C'est aussi le terme d'une quête qui a duré presque dix ans, en terminant deux fois à la deuxième place du Vendée Globe",C1
La huitième édition sera la bonne,C1
"Une huitième édition dominée par le duel au sommet avec Alex Thomson, une course poursuite menée par Armel depuis le 23 novembre dernier, quarante-sept jours de haute tension qui se terminent aujourd'hui",C1
"J'avais l'impression que tout était contre moi, et puis euh, je me suis accroché, et puis voilà c'est la fin, j'étais content, je me suis bagarré, j'ai eu beaucoup de soutien à terre, tous les gens qui m'envoyaient des messages, qui me disaient de rien lâcher",C1
"il faisait partie des prétendants sérieux, je savais qu'il avait de nombreux atouts et voilà",C1
"Moi, j'ai, c'est sûr que c'est un concurrent très redouté et redoutable, euh, et il a eu, euh, il a eu des bonnes conditions météo dans l'Atlantique pour revenir, qui lui ont permis de revenir sur la bagarre",C1
Je pensais avoir vraiment fait le trou suffisant,C1
"au Cap Horn, et c'était pas le cas et c'est vrai que bah jusqu'au bout il a fallu s'accrocher",C1
"Direction Petit Bourg, en Guadeloupe",C1
"33° à l'ombre, et 80% d'humidité, aujourd'hui, c'est au ceur du jardin tropical de Valombreuse que nous vous proposons de découvrir l'une des spécialités culinaires les plus consommées aux Antilles : les accras de morue",C1
"De délicieux petits beignets tendres et croustillants à la fois, une recette idéale pour voyager sous le soleil des tropiques",C1
"S'il existe des dizaines de variantes à cette recette, le chef Gérard- Michel Corbin nous propose d'y apporter lui aussi sa touche personnelle",C1
"J'ai toujours été très déçu par la texture des accras qu'on me proposait car on avait quelque chose souvent de gras, de spongieux, de pas très très agréable en bouche et surtout avec trop peu de morue à mon goût",C1
"J'adore la morue, et pour moi, l'accra de morue c'est les accras avec de la morue dedans",C1
"Originaire des Saintes, un archipel situé au sud de la Guadeloupe, Gérard-Michel a un parcours pour le moins atypique",C1
"Après 22 ans de vie parisienne, cet ancien designer-graphiste a décidé de se consacrer à sa passion de toujours : la cuisine",C1
"J'ai été effectivement formaté, on va dire, depuis tout petit par d'abord ma grand-mère qui était une vraiment une fine cuisinière, d'origine saintoise",C1
"Elle a transmis effectivement, ben, ce savoir à ma maman",C1
"Moi, tout naturellement, depuis l'âge de 13 ans, je l'ai quand même pas mal piratée",C1
"J'étais toujours dans ses jambes, effectivement, à goûter tous ses plats",C1
"dès qu'elle avait le dos tourné, je soulevais le capot et j'en mangeais une partie",C1
Ça a développé je pense instinctivement et naturellement ma créativité en cuisine,C1
"Allez, il est temps de s'attaquer à notre recette du jour, les fameux accras de morue",C1
"Très présente dans l'alimentation antillaise, la morue a été introduite aux Petites Antilles par les premiers colons",C1
"C'est un poisson, donc, qu'on faisait venir aux Antilles ou fumé, ou salé, pour des raisons de conservation, parce qu'à l'époque on n'avait pas de frigidaire, on n'avait pas de frigo, on n'avait pas de chambres froides, donc la seule façon de conserver les aliments c'était de les saler, ou de les sucrer, ou de les mettre à l'huile",C1
"Donc, effectivement, donc, historiquement, la morue qu'on appelle morue d'ailleurs uniquement quand elle est salée, sinon c'est du lieu ou du colin et c'est donc effectivement une denrée qu'on trouvait quasiment partout, parce que c'était vraimen base de l'alimentation",C1
"La base de l'alimentation, mais aussi la base de notre recette du jour",C1
"Première étape incontournable, dessaler la morue en la plongeant 20 minutes dans un grand volume d'eau bouillante",C1
"Une opération à renouveler 2 à 3 fois, avant de l'émietter le plus finement possible, la chiquetailler, comme on dit aux Antilles",C1
"On poursuit la recette avec la découpe des légumes et autres épices, à commencer par le piment végétarien",C1
Ben on ouvre les piments en deux,C1
"Le piment végétarien, que l'on appelle aussi piment végétal, est un incontournable de la cuisine antillaise",C1
"Ici, on en trouve partout et tout au long de l'année",C1
"on sépare les graines de la chair du piment, parce que les graines ont un côté vraiment astringent",C1
"Tout est prêt, il suffit de passer à l'assemblage",C1
Il me faut une botte de thym également,C1
"Donc ici effectivement, souvent vous le trouvez pas mûr",C1
"Là, voilà, en fait, le piment végétal, quand il est rouge, il dégage vraiment tout son arôme, un peu comme les poivrons, en fait, plus vous montez en couleur, plus vous avez une maturité et plus vous dégagez des arômes",C1
"Retour en cuisine, les piments sont parfaitement ciselés, Gérard-Michel renouvelle le même geste avec le persil, la civette et l'ail",C1
"Faut toujours quand même bien enlever le germe sur l'ail qu'on reçoit aux Antilles, parce que, avec le degré d'humidité et de chaleur qu'on a ici, ben, forcément, les gousses d'ail germent très très très rapidement, et ce n'est vraiment pas digeste du tout",C1
"Pour une meilleure conservation, notre chef a transformé ses piments végétariens et son ail en purée, en les mixant avec une à deux cuillères d'huile",C1
"On mélange tous les ingrédients de manière homogène à sec, surtout pas de liquide, avec la farine, sinon vous allez obtenir tout de suite un appareil qui va être pâteux, qui va être ingérable",C1
On n'oublie pas d'ajouter une à deux cuillères à café de levure chimique,C1
"Voilà, et quand vous arrivez à cette texture, ben c'est que vous savez que vous êtes bien, ça commence à redorer",C1
La texture est parfaite,B2
"C'est le moment d'ajouter l'eau en deux fois, en creusant un petit puits au milieu de la préparation",C1
"Notre pâte à accras est fin prête, il n'y a plus qu'à laisser reposer quelques heures au réfrigérateur",C1
"Loin de l'effervescence des cuisines, notre chef retrouve Maggie Chaulet, la créatrice et propriétaire du jardin tropical qui abrite son restaurant",C1
"Pour le chef, chaque balade est l'occasion de se ressourcer au milieu d'une collection botanique exceptionnelle née il y a 30 ans",C1
"En 1989, alors que le cyclone Hugo frappe la Guadeloupe avec des rafales de vent à plus de 300 km/h, le jardin est dévasté",C1
"Grâce à Maggie, il renaít de ses cendres et il résiste",C1
"Quand vous voyez toutes ces blessures, tous ces dégâts occasionnés par un cyclone, c'est monumental",C1
"Après Maria, si vous aviez vu ça, il n'y avait pas moyen de descendre",C1
"Pour les accras, c'est l'heure du grand bain",C1
"aucune allée n'était praticable, tellement il y avait des arbres couchés partout",C1
"En tombant, certains arbres ont écrasé des structures, ont écrasé d'autres arbres",C1
"Dans la Caraïbe, la saison des cyclones commence en juin et dure environ six mois",C1
Une période à risque qui fait partie intégrante de la vie en Guadeloupe,C1
"Tout de suite après le cyclone, ben on est malheureux",C1
"Et puis, le lendemain, on se dit : ""Ah ben non, on ne va pas se laisser abattre",C1
On se secoue les manches et puis on y va,C1
"2 à 3 minutes dans l'huile bouillante, et pour les accompagner, notre chef prépare la traditionnelle sauce chien"" : olgnon, cive, persil, sel, polvre, un peu de thym",C1
"On infuse avec de l'eau bouillante avant d'ajouter la purée de piment végétarien et d'ail, du jus de citron, un peu d'huile, et pour relever le tout, le fameux piment fort",C1
"Quand on amène un plat, c'est le visuel, ensuite on a l'odeur, et puis après le goût",C1
"Et si ces trois sens sont exacerbés, le client est content, et moi je suis content",C1
"J'ai beaucoup de nostalgie quand je me rappelle mes Noëls d'enfant chez mes parents et les cadeaux que j'ai reçus comme mes patins à roulettes, mes poupées, mes jeux de société, mon Jokari, ma patinette",C1
Mais y a un cadeau de Noël en particulier qui reste ancré dans ma mémoire,C1
"À cette époque, la plupart des enfants n'étaient pas gâtés comme ils le sont à l'heure actuelle, et ils ne recevaient qu'un seul cadeau, donc il revêtait une importance toute particulière",C1
"Je devais avoir peut-être six ou sept ans et comme d'habitude, j'avais mis mes souliers devant la cheminée de ma chambre bien qu'elle soit complètement bouchée et donc inaccessible au père Noël et cette année-là, je rêvais d'avoir une maison de poupées",C1
"Je me rappelle encore mon impatience très tôt le matin du 25 décembre, comme je commençais à dévorer avec gourmandise les mandarines et les crottes de chocolat que j'avais trouvées comme chaque année, dans mes chaussures",C1
"Cependant, dans un coin de la pièce, il y avait une énorme boîte sur laquelle j'arrivais à déchiffrer les mots 'Salon de Coiffure'",C1
"Je l'ouvrais avec impatience et à l'intérieur se trouvait une pièce qui consistait en trois murs, un sol mais pas de plafond; un salon de coiffure tout équipé avec des chaises, des lavabos, des séchoirs, et des chariots remplis de bigoudis, de peignes, de brosses et de pinces en tous genres, le tout à échelle bien entendu",C1
"Ce cadeau me transporta instantanément dans un monde imaginaire où je passais des heures entières à jouer à la coiffeuse avec mes clients imaginaires et mes poupées et pendant longtemps, je nourris le désir d'être coiffeuse",C1
Ça avait dû coûter très cher à mes parents qui tiraient souvent le diable par la queue en ce temps d'après-guerre,C1
N'oublions pas que c'était les années 50 et que la Barbie n'est apparue en France qu'en 1963,C1
"Pour moi, c'était un cadeau de rêve",B2
"Plus tard, quand j'avais finalement arrêté de jouer avec, j'avais fait cadeau de mon extraordinaire salon de coiffure à une enfant du quartier beaucoup plus jeune que moi, ce qui m'avait déchiré le coeur, tellement j'y étais attachée",C1
"Et vous, vous souvenez-vous d'un cadeau de Noël que vous avez aimé autant que j'ai adoré le mien ?",C1
"Pour dissuader ses lycéens de faire les Beaux-arts, l’École du cirque ou un diplôme d’arts du spectacle, un proviseur avait coutume de leur raconter cette histoire : « J’avais deux copains",C1
Ils adoraient tous les deux la montagne,B1
"Chaque fin de semaine, ils partaient ensemble en ran- donnée dans les Alpes",C1
"Le bac en poche, le premier d’entre eux choisit d’en faire son métier",C1
Il devint guide de haute montagne,B2
"Aujourd’hui, il gagne difficilement le salaire minimum",B2
"Les randonneurs sont rares, et souvent médiocres",B2
"À mi-parcours, il doit souvent faire demi-tour",B2
"Les sommets, il ne les voit jamais",C1
"À 40 ans, il est usé",B2
Mon second copain fit des études de commerce,C1
Il est devenu directeur financier dans une grande entreprise,C1
"Chaque vendredi, il s’envole vers les plus beaux sommets d’Europe",C1
"Il s’offre les meilleurs guides, gravit les montagnes, s’épanouit",C1
"Grâce à cette anecdote, le proviseur s’enorgueillissait de n’envoyer aucun bachelier vers des filières bouchées",C1
"Seulement voilà : depuis trois ans, le proviseur se fait plus discret",C1
Car l’histoire a pris un tour inattendu,C1
"Le directeur financier, sans doute moins heureux qu’il l’affichait, a tout abandonné : son travail, son entreprise, sa vie parisienne et son appartement cossu",C1
Il a ouvert un gîte de randonneurs en Haute-Savoie,C1
Cette question a notamment été posée en France de façon emblématique lors de la privatisation de THOMSON Multimédia au milieu des années 1990,C2
"Les réactions provoquées par l’annonce de la vente de cette entreprise pour un franc symbolique par le Premier Ministre de l’époque ont certes mis en évidence un conflit de représentations sur ce qu’est la valeur d’une entreprise, mais elles ont surtout montré de manière exacerbée les difficultés qu’ont les règles comptables à établir la valeur réelle d’une entreprise et notamment à prendre en compte la valeur des savoir-faire",C2
Les valorisations boursières des sociétés Internet comme AMAZON,C2
Comme à la même période ont également amené à penser que le problème de la définition de la valeur réelle des entreprises ne concernait pas seulement les sociétés de hautes technologies mais toutes les sociétés où la part des actifs immatériels ou intangibles est importante,C2
Cette situation est d’autant plus préoccupante que la part de création de valeur des entreprises issue de la valorisation de ces actifs intellectuels est jugée par certains comme dépassant actuellement celle générée par les actifs matériels,C2
"Dzinkowski, (Dzinkowski, 2000), certaines études estiment que 50 à 90% de la valeur créée par les entreprises provient de l’exploitation de leurs actifs intellectuels",C2
"Ces constats ont conduit la profession comptable notamment, mais aussi les dirigeants d’entreprises, à s’interroger pour savoir comment rendre compte de la valeur réelle de leur entreprise",C2
"Gutrie (Petty, 2000) citent les initiatives marquantes prises dans ce domaine par SKANDIA, RAMBOLL et DOW CHEMICALS pour la publication de rapports annuels incluant la notion de capital intellectuel",C2
Malgré ces efforts la question de la pertinence de la valeur comptable des entreprises reste toujours d’actualité car il n’y a pas de norme aujourd’hui sur la valeur liée aux actifs intangibles et plus particulièrement aux connaissances,C2
"Les comparaisons entre entreprises restent très difficiles et même si certains outils méthodologiques ont été développés comme l’Intangible Assets Monitor (Sveiby) ou le Balanced Scorecard (Norton et Kaplan), leurs approches restent discutées5",C2
Les résultats de deux études sur les métriques utilisées par les entreprises pour évaluer leur capital intellectuel,C2
"Suen (Liebowitz, 2000), sont éloquents sur la dispersion et la variété des modes de mesure de ce type en cours aujourd’hui dans les entreprises",C2
C’est pourquoi la définition de métriques des actifs intangibles et des connaissances ainsi que de normes sur la question permettant la comparaison d’entreprises apparaît comme un enjeu pour les entreprises,C2
"A ces deux types de raisons, facilement identifiables à travers la littérature, qui poussent les entreprises à mener une réflexion sur l’évaluation des connaissances, sont associées d’autres raisons plus difficiles caractériser qui semblent inspirées par une volonté de transformation de l’organisation",C2
"La nécessité de prouver l’efficacité de pratiques de KM comme la volonté de mettre en évidence l’apport économique de leur patrimoine de connaissances, poussent certainement les entreprises à s’intéresser à l’évaluation de leurs connaissances",C2
"Pourtant, les conséquences de la mise en place de telles pratiques de gestion permettent de s’interroger sur les raisons véritables qui poussent une entreprise à évaluer ses connaissances",C2
Par ailleurs les conséquences structurelles d’une telle reconnaissance pour une organisation ne sont pas négligeables,C2
Affirmer que les connaissances sont un élément qui compte pour l’entreprise revient à tout faire pour encourager son développement,C2
"Pour certains auteurs, les conséquences pourraient être une évolution importante de l’organisation traditionnelle de l’entreprise",C2
"Que Céline, au début de Voyage au bout de la nuit, puisse affirmer que son voyage est entièrement imaginaire, cela est judicieux",C2
"Qu’un garçon qui voyagea dans le monde entier grâce aux prospectus d’agences de voyage soit, pour l’écrivain Fernando Pessoa, le plus grand voyageur jamais connu, cela illustre bien le concept de voyage immobile",C2
"Ce paradoxe a été repris par une palanquée d’ écrivaines et d’écrivains : voyage immobile au Népal, dans l’ Himalaya, dans un phare",C2
"Pour voyager en Sibérie, à Venise, autour du monde, essuyer une tempête en Atlantique, ou reconstruire une société sur une île déserte, il suffit que nous ouvrions un livre",C2
"Que le cinéma, la télévision, la cuisine nous fassent voyager en Italie, en Espagne ou au Japon, c’est irréfragable",C2
"Proust oppose le nom du pays et le pays lui-même, toujours décevant, car le rêve est toujours plus beau que la réalité",C2
"Dans ces lieux imaginés, rien ne nous perturbera",C2
"""Certes, un rêve de beignet, c’est un rêve, pas un beignet",C2
"Mais un rêve de voyage, c’est déjà un voyage"", selon un écrivain français",C2
"Fait tristement révélateur, dans sa lettre de félicitations à Barack Obama pour sa réélection, François Hollande a écrit ""friendly"" pour ""amicalement"" : c'est tout simplement un non-sens",C2
"L’événement était drôle, mais également tristement révélateur : François Hollande a écrit un seul mot en anglais dans sa lettre de félicitations à Barack Obama pour sa réélection, et ce mot était mauvais",C2
“Friendly” pour “Amicalement” est tout simplement un non-sens,C2
La nullité des français en langues étrangères et particulièrement en anglais est avérée,C2
"La France se situe au 25ème rang du classement du TOEFL, test international d'anglais",C1
"Le problème va du garçon de café tentant inintelligiblement de communiquer avec des touristes médusés jusque, comme on l'a vu, aux niveaux les plus élevés de la société française",C2
L'incompétence linguistique des responsables français est une blague récurrente des sommets européens tout comme des grandes entreprises internationales,C2
"Mais à qui la faute ? À l'histoire, d'abord",C2
"Comme le signale l'expression “lingua franca”, le français a été pendant très longtemps la langue internationale, eu égard à notre rayonnement politique aussi bien que culturel",C2
"Pendant très longtemps le français était la seconde langue pratiquée par tous, et donc les français n'avaient pas besoin d'apprendre une autre langue pour voyager",C2
"Au protectionnisme culturel, ensuite",C2
"De la loi Toubon aux exigences de passage de musique en langue française à la radio, notre protectionnisme culturel fait tout son possible pour nous protéger des langues étrangères",C2
"Il est évidemment absurde de penser que l'exposition aux langues étrangères pourrait affaiblir la langue française, alors qu'elle s'en est au contraire enrichie au travers de l'histoire",C2
Le pire coupable est ici la pratique quasi universelle du doublage des films et séries télévisées,C2
"Il suffit de constater que dans les pays scandinaves et aux Pays-Bas, presque tout le monde parle un anglais courant, et que cela est dû à la diffusion des séries américaines en version originale sous-titrée",C2
L'enseignement des langues dans l'école française est — comment dire ça poliment,C2
Les langues vivantes en France sont enseignées comme des langues mortes,C2
"Mus par un cartésianisme extrémiste, les programmes sont concentrés sur la grammaire et l'apprentissage de règles théoriques, et se fondent principalement sur la mémorisation",C2
Rien de plus contre-intuitif,C1
Rien de plus rebutant,C2
C'est en fait un miracle que certains d'entre nous sachent déjà aligner trois mots d'anglais,C2
"La faute au cartésianisme et aussi à la fonction de reproduction sociale de l'école : l'allemand, langue peu répandue, est préférée par les parents bourgeois, à l'espagnol, comme seconde langue",C2
"Pas parce qu'il vaut mieux dans sa vie parler allemand qu'espagnol, mais parce que l'allemand est réputé plus difficile",C2
"L'objectif des langues, dans l'esprit des parents (et donc des enfants et de l'école) n'est pas d'apprendre une langue, mais de montrer qu'on est “fort en thème”, puisqu'il est admis qu'apprendre une langue doit être difficile",C2
"À ce compte-là, les cours de langue au collège pourraient être profitablement remplacés par des séances de mémorisation de l'annuaire",C2
(À noter que l'apprentissage de la grammaire française obéit aux mêmes objectifs…) Il est parfaitement connu que la seule méthode viable pour apprendre une langue étrangère est l'immersion,C2
Mon cas personnel est peut être ici éclairant : je suis bilingue anglais,C2
"Je travaille tous les jours en anglais, et je suis souvent publié par des journaux américains",C1
Mes amis américains me disent que je m'exprime sans accent,B2
Ai-je vécu longtemps dans un pays anglo-saxon ? Jamais plus de 15 jours en continu,C2
"Est-ce que j'ai bien travaillé à l'école ? Non, c'est le contraire",C2
"Je suis bilingue anglais parce qu'en rentrant à la maison après l'école, au lieu de faire mes devoirs, je regardais des séries américaines en version originale",C2
"J'ai ensuite beaucoup pratiqué, grâce à mon addiction à internet",C2
Je considère que je n'ai aucun mérite d'avoir appris l'anglais : il m'a suffi de faire le contraire de ce que préconise l'école et de ce que fait notre société,C2
"Il n'y a absolument aucun doute que si l'Education nationale distribuait des DVD de séries en version originale au lieu de payer des enseignants, les français parleraient beaucoup mieux les langues étrangères (et perdraient moins de temps)",C2
Mais cela supposerait que nous revenions sur notre nombrilisme culturel,C2
"Cela supposerait aussi que nous considérions que l'objectif de l'école est d'enseigner, et pas de participer à un classement social par mesures arbitraires",C2
Claude HAGÈGE est Professeur au Collège de France et Directeur d'études à l'École Pratique des Hautes Études,B2
"Voici un extrait de sa conférence à Lannion, le 28 mai 1988",B2
"Les langues sont un système de signes, constitués en lexique, pour construire des énoncés",C2
"Ces énoncés se servent des signes, mais également des règles de formation pour produire des phrases d'une langue avec le lexique",C2
L'unilingue ne connaît de ces signes que ce qu'on appelle le signifiant (partie phonique) et le signifié (le sens),C2
"Pour l'unilingue, à tout signifiant correspond un seul signifié",C2
"Un bilingue, au contraire, possède pour un même signifié deux signifiants car la traduction, le passage d'une langue à l'autre, ne change pas le sens",C2
"Parce qu'il associe deux signifiants à un même signifié, il est à même d'analyser le signifié de beaucoup plus près",C2
Le bilingue en situation d'analyse est donc en position plus favorable que l'unilingue,C2
"De nombreuses expériences sérieuses, importantes, attestent que ces enfants bilingues sont nettement plus favorisés pour un bon apprentissage des mathématiques, et plus généralement pour les opérations mentales fondées sur l'abstraction",C2
"Les périodes favorables entre 3 et 4 ans et 10 et 13 ans, la capacité d'apprentissage des langues est la plus forte",C2
"C'est là que les capacités de mimétisme, sur lesquelles se fonde l'essentiel de l'apprentissage d'une langue, sont maximales",C2
"Après 13 ans, l'appareil articulatoire et phonatoire de l'enfant se fige, ce qui explique que les adultes ont tant de mal à apprendre les langues étrangères",C2
"Après 13 ans aussi, pour des raisons sociales, l'enfant commence à éprouver des contraintes caractérielles, des réticences dues à la volonté de défendre son image, à la peur du ridicule, toutes choses qui sont des attitudes d'adulte",C2
"Un enfant bilingue est éminemment favorisé par l'inexistence de toutes les contraintes, toutes les censures qui caractérisent l'adulte après 13 ans",C2
"Les expériences qui ont été faites démontrent donc chez l'enfant l'aptitude au mimétisme phonique mais aussi la capacité d'acquérir non seulement le vocabulaire et la syntaxe, mais aussi la prononciation",C2
Ce qui entraîne donc une capacité à apprendre les langues étrangères,C2
"A cet égard, il existe de nombreux avantages techniques pour les enfants bretons à apprendre le breton",C2
"La structure de la phrase bretonne fait en effet apparaître des caractéristiques qu'elle partage avec d'autres langues, et qui faciliteront aux bretonnants l'accès à ces langues",C2
"Tout cela met l'enfant bretonnant en situation d'avoir, au travers d'une langue assez exotique, un très large éventail de moyens d'expression qui viennent s'ajouter à ceux que le français lui propose",C2
"C'est là un enrichissement culturel, car l'enfant peut alors s'ouvrir, à travers cette langue différente, à des traits typologiques présents dans beaucoup d'autres langues, sur lesquels le bilinguisme breton français offre un accès indirect",C2
"Cela est, selon moi, d'une valeur inestimable sur le plan du développement culturel, intellectuel et même moral de l'enfant",C2
Je ne vois aucune contradiction entre la promotion des langues régionales et la défense du français,C2
"Mais la crédibilité de la défense du français, face à l'envahissement de l'anglo-américain, n'est réelle que si le français fait le ménage chez lui et si, par conséquent, la France donne aux langues régionales, et notamment au breton, la promotion qu'elles sont légitimement en droit d'attendre",C2
Je constate que le breton n'est pas une menace pour le français,C2
"Je trouve autour de moi, chez les gens qui défendent le français face à l'anglo-américain, beaucoup plus de locuteurs de langues régionales que de francophones unilingues",C2
C'est une attitude que l'on peut transposer à un niveau international,C1
"Non seulement le bretonnant n'en veut nullement au français mais encore il est en meilleure position que lui, par la précarité de sa situation, pour défendre la langue française",C2
"Alors pourquoi le breton et non l'anglais, alors que l'anglais est une langue que nos enfants doivent apprendre rapidement ? Pour un francophone, l'anglais est une langue facile : le type d'anglais qu'il utilise, le volume de connaissances requises pour l'apprendre (c'est à dire pas grand chose) font qu'il n'y a aucune raison de se précipiter sur l'anglais",C2
"Comme l'anglais n'a pas, par ici, de sources culturelles locales comme en a le breton, je vois de moins en moins l'intérêt de se plonger dans la langue anglaise lorsqu'on a la chance d'appartenir à une région de la France qui parle une langue régionale",C2
